中央卫视频道,#genre#
峨眉电影,http://171.213.245.105:4022/rtp/239.93.0.252:5140$四川cphp36
峨眉电影,http://171.213.169.137:8188/rtp/239.93.0.252:5140$四川cphp9
峨眉电影,http://171.213.142.79:8188/rtp/239.93.0.252:5140$四川cphp22
峨眉电影,http://171.213.129.79:3333/rtp/239.93.0.252:5140$四川cphp27
峨眉电影,http://171.213.202.158:8022/rtp/239.93.0.252:5140$四川cphp39
峨眉电影,http://118.113.42.180:3456/rtp/239.93.0.252:5140$四川sxcp
峨眉电影,http://171.213.205.11:4022/rtp/239.93.0.252:5140$四川cphp4
峨眉电影,http://171.213.203.127:11111/rtp/239.93.0.252:5140$四川cphp1
峨眉电影,http://171.213.222.124:4022/rtp/239.93.0.252:5140$四川cphp37
峨眉电影,http://171.213.193.108:8022/rtp/239.93.0.252:5140$四川cphp42
星光院线,http://171.213.224.139:8188/rtp/239.93.0.139:5140$四川cphp38
星光院线,http://171.213.245.105:4022/rtp/239.93.0.139:5140$四川cphp36
星光院线,http://171.213.205.11:4022/rtp/239.93.0.139:5140$四川cphp4
星光院线,http://171.213.142.79:8188/rtp/239.93.0.139:5140$四川cphp22
星光院线,http://171.213.203.127:11111/rtp/239.93.0.139:5140$四川cphp1
星光院线,http://171.213.222.124:4022/rtp/239.93.0.139:5140$四川cphp37
星光院线,http://171.213.164.202:6666/rtp/239.93.0.139:5140$四川cphp12
星光院线,http://171.213.169.137:8188/rtp/239.93.0.139:5140$四川cphp9
星光院线,http://171.213.206.150:5555/rtp/239.93.0.139:5140$四川cphp6
星光院线,http://171.213.129.79:3333/rtp/239.93.0.139:5140$四川cphp27
星光院线,http://118.113.42.180:3456/rtp/239.93.0.139:5140$四川sxcp
星光院线,http://171.213.165.166:1880/rtp/239.93.0.139:5140$四川cphp35
爱动漫,http://171.213.205.11:4022/rtp/239.93.42.23:5140$四川cphp4
爱动漫,http://171.213.222.124:4022/rtp/239.93.42.23:5140$四川cphp37
爱动漫,http://118.113.42.180:3456/rtp/239.93.42.23:5140$四川sxcp
爱动漫,http://171.213.129.79:3333/rtp/239.93.42.23:5140$四川cphp27
爱动漫,http://171.213.203.127:11111/rtp/239.93.42.23:5140$四川cphp1
爱动漫,http://171.213.206.150:5555/rtp/239.93.42.23:5140$四川cphp6
爱动漫,http://171.213.193.108:8022/rtp/239.93.42.23:5140$四川cphp42
爱动漫,http://171.213.169.137:8188/rtp/239.93.42.23:5140$四川cphp9
爱动漫,http://171.213.165.166:1880/rtp/239.93.42.23:5140$四川cphp35
爱动漫,http://171.213.142.79:8188/rtp/239.93.42.23:5140$四川cphp22
爱动漫,http://171.213.202.158:8022/rtp/239.93.42.23:5140$四川cphp39
爱喜剧,http://171.213.142.79:8188/rtp/239.93.42.9:5140$四川cphp22
爱喜剧,http://171.213.129.79:3333/rtp/239.93.42.9:5140$四川cphp27
爱喜剧,http://171.213.165.166:1880/rtp/239.93.42.9:5140$四川cphp35
爱喜剧,http://171.213.169.137:8188/rtp/239.93.42.9:5140$四川cphp9
爱喜剧,http://171.213.203.127:11111/rtp/239.93.42.9:5140$四川cphp1
爱喜剧,http://171.213.205.11:4022/rtp/239.93.42.9:5140$四川cphp4
爱喜剧,http://118.113.42.180:3456/rtp/239.93.42.9:5140$四川sxcp
爱喜剧,http://171.213.224.139:8188/rtp/239.93.42.9:5140$四川cphp38
爱喜剧,http://171.213.206.150:5555/rtp/239.93.42.9:5140$四川cphp6
爱喜剧,http://171.213.202.158:8022/rtp/239.93.42.9:5140$四川cphp39
爱喜剧,http://171.213.222.124:4022/rtp/239.93.42.9:5140$四川cphp37
爱喜剧,http://171.213.164.202:6666/rtp/239.93.42.9:5140$四川cphp12
爱奇谈,http://171.213.245.105:4022/rtp/239.93.42.22:5140$四川cphp36
爱奇谈,http://171.213.202.158:8022/rtp/239.93.42.22:5140$四川cphp39
爱奇谈,http://171.213.205.11:4022/rtp/239.93.42.22:5140$四川cphp4
爱奇谈,http://171.213.164.202:6666/rtp/239.93.42.22:5140$四川cphp12
爱奇谈,http://171.213.165.166:1880/rtp/239.93.42.22:5140$四川cphp35
爱奇谈,http://171.213.142.79:8188/rtp/239.93.42.22:5140$四川cphp22
爱奇谈,http://171.213.169.137:8188/rtp/239.93.42.22:5140$四川cphp9
爱奇谈,http://171.213.222.124:4022/rtp/239.93.42.22:5140$四川cphp37
爱奇谈,http://171.213.206.150:5555/rtp/239.93.42.22:5140$四川cphp6
爱奇谈,http://171.213.129.79:3333/rtp/239.93.42.22:5140$四川cphp27
爱奇谈,http://171.213.203.127:11111/rtp/239.93.42.22:5140$四川cphp1
爱奇谈,http://118.113.42.180:3456/rtp/239.93.42.22:5140$四川sxcp
爱幼教,http://171.213.169.137:8188/rtp/239.93.42.17:5140$四川cphp9
爱幼教,http://171.213.193.108:8022/rtp/239.93.42.17:5140$四川cphp42
爱幼教,http://171.213.142.79:8188/rtp/239.93.42.17:5140$四川cphp22
爱幼教,http://171.213.245.105:4022/rtp/239.93.42.17:5140$四川cphp36
爱幼教,http://171.213.203.127:11111/rtp/239.93.42.17:5140$四川cphp1
爱幼教,http://171.213.222.124:4022/rtp/239.93.42.17:5140$四川cphp37
爱幼教,http://171.213.202.158:8022/rtp/239.93.42.17:5140$四川cphp39
爱幼教,http://171.213.205.11:4022/rtp/239.93.42.17:5140$四川cphp4
爱幼教,http://118.113.42.180:3456/rtp/239.93.42.17:5140$四川sxcp
爱幼教,http://171.213.224.139:8188/rtp/239.93.42.17:5140$四川cphp38
爱幼教,http://171.213.206.150:5555/rtp/239.93.42.17:5140$四川cphp6
爱幼教,http://171.213.164.202:6666/rtp/239.93.42.17:5140$四川cphp12
爱幼教,http://171.213.129.79:3333/rtp/239.93.42.17:5140$四川cphp27
爱怀旧,http://171.213.224.139:8188/rtp/239.93.42.21:5140$四川cphp38
爱怀旧,http://171.213.169.137:8188/rtp/239.93.42.21:5140$四川cphp9
爱怀旧,http://118.113.42.180:3456/rtp/239.93.42.21:5140$四川sxcp
爱怀旧,http://171.213.206.150:5555/rtp/239.93.42.21:5140$四川cphp6
爱怀旧,http://171.213.245.105:4022/rtp/239.93.42.21:5140$四川cphp36
爱怀旧,http://171.213.165.166:1880/rtp/239.93.42.21:5140$四川cphp35
爱怀旧,http://171.213.202.158:8022/rtp/239.93.42.21:5140$四川cphp39
爱怀旧,http://171.213.222.124:4022/rtp/239.93.42.21:5140$四川cphp37
爱怀旧,http://171.213.193.108:8022/rtp/239.93.42.21:5140$四川cphp42
爱怀旧,http://171.213.129.79:3333/rtp/239.93.42.21:5140$四川cphp27
爱怀旧,http://171.213.205.11:4022/rtp/239.93.42.21:5140$四川cphp4
爱怀旧,http://171.213.203.127:11111/rtp/239.93.42.21:5140$四川cphp1
爱怀旧,http://171.213.142.79:8188/rtp/239.93.42.21:5140$四川cphp22
爱怀旧,http://171.213.164.202:6666/rtp/239.93.42.21:5140$四川cphp12
爱悬疑,http://171.213.203.127:11111/rtp/239.93.42.12:5140$四川cphp1
爱悬疑,http://171.213.164.202:6666/rtp/239.93.42.12:5140$四川cphp12
爱悬疑,http://171.213.142.79:8188/rtp/239.93.42.12:5140$四川cphp22
爱悬疑,http://171.213.169.137:8188/rtp/239.93.42.12:5140$四川cphp9
爱悬疑,http://171.213.129.79:3333/rtp/239.93.42.12:5140$四川cphp27
爱悬疑,http://171.213.165.166:1880/rtp/239.93.42.12:5140$四川cphp35
爱悬疑,http://171.213.205.11:4022/rtp/239.93.42.12:5140$四川cphp4
爱悬疑,http://171.213.245.105:4022/rtp/239.93.42.12:5140$四川cphp36
爱悬疑,http://171.213.193.108:8022/rtp/239.93.42.12:5140$四川cphp42
爱悬疑,http://171.213.224.139:8188/rtp/239.93.42.12:5140$四川cphp38
爱悬疑,http://171.213.222.124:4022/rtp/239.93.42.12:5140$四川cphp37
爱悬疑,http://171.213.206.150:5555/rtp/239.93.42.12:5140$四川cphp6
爱科幻,http://171.213.205.11:4022/rtp/239.93.42.10:5140$四川cphp4
爱科幻,http://171.213.164.202:6666/rtp/239.93.42.10:5140$四川cphp12
爱科幻,http://171.213.224.139:8188/rtp/239.93.42.10:5140$四川cphp38
爱科幻,http://171.213.222.124:4022/rtp/239.93.42.10:5140$四川cphp37
爱科幻,http://171.213.129.79:3333/rtp/239.93.42.10:5140$四川cphp27
爱科幻,http://171.213.169.137:8188/rtp/239.93.42.10:5140$四川cphp9
爱科幻,http://171.213.142.79:8188/rtp/239.93.42.10:5140$四川cphp22
爱科幻,http://171.213.203.127:11111/rtp/239.93.42.10:5140$四川cphp1
爱科幻,http://118.113.42.180:3456/rtp/239.93.42.10:5140$四川sxcp
爱科幻,http://171.213.245.105:4022/rtp/239.93.42.10:5140$四川cphp36
爱科幻,http://171.213.193.108:8022/rtp/239.93.42.10:5140$四川cphp42
爱经典,http://171.213.206.150:5555/rtp/239.93.42.13:5140$四川cphp6
爱经典,http://171.213.245.105:4022/rtp/239.93.42.13:5140$四川cphp36
爱经典,http://171.213.164.202:6666/rtp/239.93.42.13:5140$四川cphp12
爱经典,http://171.213.203.127:11111/rtp/239.93.42.13:5140$四川cphp1
爱经典,http://171.213.142.79:8188/rtp/239.93.42.13:5140$四川cphp22
爱经典,http://171.213.224.139:8188/rtp/239.93.42.13:5140$四川cphp38
爱经典,http://171.213.169.137:8188/rtp/239.93.42.13:5140$四川cphp9
爱经典,http://171.213.129.79:3333/rtp/239.93.42.13:5140$四川cphp27
爱经典,http://171.213.202.158:8022/rtp/239.93.42.13:5140$四川cphp39
爱经典,http://171.213.193.108:8022/rtp/239.93.42.13:5140$四川cphp42
爱经典,http://171.213.165.166:1880/rtp/239.93.42.13:5140$四川cphp35
爱经典,http://118.113.42.180:3456/rtp/239.93.42.13:5140$四川sxcp
爱谍战,http://118.113.42.180:3456/rtp/239.93.42.14:5140$四川sxcp
爱谍战,http://171.213.206.150:5555/rtp/239.93.42.14:5140$四川cphp6
爱谍战,http://171.213.245.105:4022/rtp/239.93.42.14:5140$四川cphp36
爱谍战,http://171.213.129.79:3333/rtp/239.93.42.14:5140$四川cphp27
爱谍战,http://171.213.222.124:4022/rtp/239.93.42.14:5140$四川cphp37
爱谍战,http://171.213.205.11:4022/rtp/239.93.42.14:5140$四川cphp4
爱谍战,http://171.213.164.202:6666/rtp/239.93.42.14:5140$四川cphp12
爱谍战,http://171.213.169.137:8188/rtp/239.93.42.14:5140$四川cphp9
爱谍战,http://171.213.203.127:11111/rtp/239.93.42.14:5140$四川cphp1
爱谍战,http://171.213.202.158:8022/rtp/239.93.42.14:5140$四川cphp39
爱谍战,http://171.213.165.166:1880/rtp/239.93.42.14:5140$四川cphp35
爱院线,http://171.213.129.79:3333/rtp/239.93.42.11:5140$四川cphp27
爱院线,http://171.213.222.124:4022/rtp/239.93.42.11:5140$四川cphp37
爱院线,http://171.213.202.158:8022/rtp/239.93.42.11:5140$四川cphp39
爱院线,http://171.213.245.105:4022/rtp/239.93.42.11:5140$四川cphp36
爱院线,http://171.213.205.11:4022/rtp/239.93.42.11:5140$四川cphp4
爱院线,http://171.213.224.139:8188/rtp/239.93.42.11:5140$四川cphp38
爱院线,http://171.213.142.79:8188/rtp/239.93.42.11:5140$四川cphp22
爱院线,http://171.213.164.202:6666/rtp/239.93.42.11:5140$四川cphp12
爱院线,http://171.213.193.108:8022/rtp/239.93.42.11:5140$四川cphp42
爱院线,http://171.213.203.127:11111/rtp/239.93.42.11:5140$四川cphp1
爱院线,http://171.213.169.137:8188/rtp/239.93.42.11:5140$四川cphp9
谍战剧场,http://171.213.203.127:11111/rtp/239.93.0.95:5140$四川cphp1
谍战剧场,http://171.213.205.11:4022/rtp/239.93.0.95:5140$四川cphp4
谍战剧场,http://171.213.193.108:8022/rtp/239.93.0.95:5140$四川cphp42
谍战剧场,http://171.213.245.105:4022/rtp/239.93.0.95:5140$四川cphp36
谍战剧场,http://171.213.202.158:8022/rtp/239.93.0.95:5140$四川cphp39
谍战剧场,http://118.113.42.180:3456/rtp/239.93.0.95:5140$四川sxcp
谍战剧场,http://171.213.169.137:8188/rtp/239.93.0.95:5140$四川cphp9
谍战剧场,http://171.213.222.124:4022/rtp/239.93.0.95:5140$四川cphp37
谍战剧场,http://171.213.129.79:3333/rtp/239.93.0.95:5140$四川cphp27
谍战剧场,http://171.213.206.150:5555/rtp/239.93.0.95:5140$四川cphp6
谍战剧场,http://171.213.165.166:1880/rtp/239.93.0.95:5140$四川cphp35
都市剧场,http://171.213.224.139:8188/rtp/239.93.42.30:5140$四川cphp38
都市剧场,http://171.213.193.108:8022/rtp/239.93.42.30:5140$四川cphp42
都市剧场,http://171.213.202.158:8022/rtp/239.93.42.30:5140$四川cphp39
都市剧场,http://171.213.206.150:5555/rtp/239.93.42.30:5140$四川cphp6
都市剧场,http://171.213.129.79:3333/rtp/239.93.42.30:5140$四川cphp27
都市剧场,http://171.213.203.127:11111/rtp/239.93.42.30:5140$四川cphp1
都市剧场,http://171.213.165.166:1880/rtp/239.93.42.30:5140$四川cphp35
都市剧场,http://118.113.42.180:3456/rtp/239.93.42.30:5140$四川sxcp
都市剧场,http://171.213.245.105:4022/rtp/239.93.42.30:5140$四川cphp36
都市剧场,http://171.213.164.202:6666/rtp/239.93.42.30:5140$四川cphp12
都市剧场,http://171.213.142.79:8188/rtp/239.93.42.30:5140$四川cphp22
金鹰卡通,http://58.62.235.86:10000/rtp/239.77.0.164:5146$广东sxcp
金鹰卡通,http://113.65.9.109:4014/rtp/239.77.0.164:5146$广东sxcp
金鹰卡通,http://121.34.150.149:8225/rtp/239.77.0.164:5146$广东sxcp
金鹰卡通,http://113.83.248.144:4200/rtp/239.77.0.164:5146$广东cphp6
金鹰卡通,http://113.65.9.145:4014/rtp/239.77.0.164:5146$广东sxcp
金鹰卡通,http://61.145.188.90:50005/rtp/239.77.0.164:5146$广东电信fofa
金鹰卡通,http://183.53.109.227:8333/rtp/239.77.0.164:5146$广东电信fofa
金鹰纪实,http://144.255.40.132:7788/rtp/239.21.1.170:5002$山东cip1
金鹰纪实,http://113.128.128.140:8688/rtp/239.21.1.170:5002$山东电信fofa
金鹰纪实,http://144.255.17.2:12345/rtp/239.21.1.170:5002$山东电信fofa
金鹰纪实,http://113.120.46.204:8123/rtp/239.21.1.170:5002$山东电信fofa
金鹰纪实,http://144.255.44.198:4022/rtp/239.21.1.170:5002$山东电信cphp1
金鹰纪实,http://113.128.128.140:6123/rtp/239.21.1.170:5002$山东电信fofa
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#电视呗
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$电视呗
乐游频道,http://121.29.141.88:4022/rtp/239.253.93.224:6402$河北uphp3
乐游频道,http://121.29.111.252:8888/rtp/239.253.93.224:6402$河北uphp1
乐游频道,http://101.19.11.168:4000/rtp/239.253.93.224:6402$河北uphp3
乐游频道,http://101.25.231.134:8001/rtp/239.253.93.224:6402$河北sxup
乐游频道,http://118.79.114.1:6000/rtp/226.0.2.77:8528$山西联通fofa
乐游频道,http://61.134.250.76:8002/rtp/226.0.2.77:8528$山西联通fofa
乐游频道,http://1.196.152.175:2000/rtp/239.16.20.111:11110$河南sxcp
乐游频道,http://61.134.250.76:8001/rtp/226.0.2.77:8528$山西联通fofa
乐游频道,http://123.101.98.234:2000/rtp/239.16.20.111:11110$河南sxcp
乐游频道,http://123.101.98.161:2001/rtp/239.16.20.111:11110$河南sxcp
乐游频道,http://123.101.98.57:2001/rtp/239.16.20.111:11110$河南sxcp
乐游频道,http://60.223.72.226:8002/rtp/226.0.2.77:8528$山西sxup
乐游频道,http://116.233.64.246:4022/rtp/239.45.3.135:5140$上海cip1
求索记录,http://171.213.224.139:8188/rtp/239.93.42.24:5140$四川cphp38
求索记录,http://171.213.129.79:3333/rtp/239.93.42.24:5140$四川cphp27
求索记录,http://171.213.245.105:4022/rtp/239.93.42.24:5140$四川cphp36
求索记录,http://118.113.42.180:3456/rtp/239.93.42.24:5140$四川sxcp
求索记录,http://171.213.169.137:8188/rtp/239.93.42.24:5140$四川cphp9
求索记录,http://171.213.164.202:6666/rtp/239.93.42.24:5140$四川cphp12
求索记录,http://171.213.205.11:4022/rtp/239.93.42.24:5140$四川cphp4
求索记录,http://171.213.203.127:11111/rtp/239.93.42.24:5140$四川cphp1
求索记录,http://171.213.202.158:8022/rtp/239.93.42.24:5140$四川cphp39
求索记录,http://171.213.165.166:1880/rtp/239.93.42.24:5140$四川cphp35
求索记录,http://171.213.206.150:5555/rtp/239.93.42.24:5140$四川cphp6
纪实科教,http://106.116.126.186:4022/rtp/239.254.200.188:6311$河北sxcp
纪实科教,http://121.29.111.252:8888/rtp/239.253.93.190:6358$河北uphp1
纪实科教,http://144.255.40.132:7788/rtp/239.21.1.172:5002$山东cip1
纪实科教,http://27.184.65.134:58888/rtp/239.254.200.188:6311$河北cphp1
纪实科教,http://101.25.231.134:8001/rtp/239.253.93.190:6358$河北sxup
纪实科教,http://101.19.11.168:4000/rtp/239.253.93.190:6358$河北uphp3
纪实科教,http://111.226.210.6:10010/rtp/239.254.200.188:6311$河北cip1
纪实科教,http://121.29.141.88:4022/rtp/239.253.93.190:6358$河北uphp3
纪实科教,http://27.191.200.196:19999/rtp/239.254.200.188:6311$河北电信fofa
纪实科教,http://180.158.106.89:4022/rtp/239.45.1.14:5140$上海电信fofa
纪实科教,http://116.235.252.236:8888/rtp/239.45.1.14:5140$上海cphp1
纪实科教,http://113.120.46.204:8123/rtp/239.21.1.172:5002$山东电信fofa
纪实科教,http://113.128.128.140:8688/rtp/239.21.1.172:5002$山东电信fofa
金鹰卡通,http://144.255.40.132:7788/rtp/239.21.1.48:5002$山东cip1
金鹰卡通,http://144.255.44.198:4022/rtp/239.21.1.48:5002$山东电信cphp1
金鹰卡通,http://144.255.17.2:12345/rtp/239.21.1.48:5002$山东电信fofa
金鹰纪实,http://171.213.193.108:8022/rtp/239.93.0.130:5140$四川cphp42
金鹰纪实,http://118.113.42.180:3456/rtp/239.93.0.130:5140$四川sxcp
金鹰纪实,http://171.213.202.158:8022/rtp/239.93.0.130:5140$四川cphp39
金鹰纪实,http://171.213.245.105:4022/rtp/239.93.0.130:5140$四川cphp36
金鹰纪实,http://171.213.142.79:8188/rtp/239.93.0.130:5140$四川cphp22
金鹰纪实,http://171.213.129.79:3333/rtp/239.93.0.130:5140$四川cphp27
新动漫,http://119.112.167.61:4022/rtp/232.0.0.153:9316$辽宁fofa
优漫卡通,http://113.65.9.109:4014/rtp/239.77.1.79:5146$广东sxcp
优漫卡通,http://58.62.235.86:10000/rtp/239.77.1.79:5146$广东sxcp
优漫卡通,http://113.65.9.145:4014/rtp/239.77.1.79:5146$广东sxcp
优漫卡通,http://113.83.248.144:4200/rtp/239.77.1.79:5146$广东cphp6
优漫卡通,http://121.34.150.149:8225/rtp/239.77.1.79:5146$广东sxcp
优漫卡通,http://121.237.246.133:8888/rtp/239.49.8.119:8000$江苏新cphp2
优漫卡通,http://123.101.98.57:2001/rtp/239.16.20.103:11030$河南sxcp
优漫卡通,http://180.127.140.151:19999/rtp/239.49.8.119:8000$江苏新cphp1
优漫卡通,http://123.101.98.161:2001/rtp/239.16.20.103:11030$河南sxcp
优漫卡通,http://117.86.191.199:8889/rtp/239.49.8.119:8000$江苏新cphp4
优漫卡通,http://183.53.109.227:8333/rtp/239.77.1.79:5146$广东电信fofa
动漫秀场,http://121.29.141.88:4022/rtp/239.253.93.225:6403$河北uphp3
动漫秀场,http://111.226.210.6:10010/rtp/239.254.201.165:6358$河北cip1
动漫秀场,http://101.25.231.134:8001/rtp/239.253.93.225:6403$河北sxup
动漫秀场,http://27.184.65.134:58888/rtp/239.254.201.165:6358$河北cphp1
动漫秀场,http://106.116.126.186:4022/rtp/239.254.201.165:6358$河北sxcp
动漫秀场,http://101.19.11.168:4000/rtp/239.253.93.225:6403$河北uphp3
动漫秀场,http://121.29.111.252:8888/rtp/239.253.93.225:6403$河北uphp1
动漫秀场,http://118.79.7.246:6000/rtp/226.0.2.183:9376$山西uphp6
动漫秀场,http://61.134.250.76:8002/rtp/226.0.2.183:9376$山西联通fofa
动漫秀场,http://118.79.114.1:6000/rtp/226.0.2.183:9376$山西联通fofa
动漫秀场,http://61.134.250.76:8003/rtp/226.0.2.183:9376$山西sxup
动漫秀场,http://183.188.28.243:6000/rtp/226.0.2.183:9376$山西联通fofa
动漫秀场,http://27.191.200.196:19999/rtp/239.254.201.165:6358$河北电信fofa
卡酷少儿,http://61.149.251.202:4022/rtp/239.3.1.189:8000$北京sxup
卡酷少儿,http://222.129.32.255:4022/rtp/239.3.1.189:8000$北京uip1
卡酷少儿,http://123.116.125.121:8012/rtp/239.3.1.189:8000$北京sxup
卡酷少儿,http://114.244.240.166:4022/rtp/239.3.1.189:8000$北京sxup
卡酷少儿,http://221.220.135.182:8012/rtp/239.3.1.189:8000$北京sxup
卡酷少儿,http://27.193.97.96:22222/rtp/239.253.254.66:8000$山东uip1
卡酷少儿,http://39.77.23.83:4000/rtp/239.253.254.66:8000$山东sxup
卡酷少儿,http://118.249.36.176:8989/rtp/239.76.254.81:9000$湖南sxcp
卡酷少儿,http://114.253.246.84:4022/rtp/239.3.1.189:8000$北京联通fofa
卡酷少儿,http://180.158.106.89:4022/rtp/239.45.0.8:5140$上海电信fofa
卡酷少儿,http://106.46.144.156:8000/rtp/239.16.20.105:11050$河南cphp2
卡酷少儿,http://116.233.64.246:4022/rtp/239.45.0.8:5140$上海cip1
卡酷少儿,http://123.101.98.57:2001/rtp/239.16.20.105:11050$河南sxcp
卡酷少儿,http://39.77.23.83:4001/rtp/239.253.254.66:8000$山东联通fofa
哈哈炫动,http://61.173.162.228:4022/rtp/239.45.1.55:5140$上海cphp1
哈哈炫动,http://180.158.106.89:4022/rtp/239.45.1.55:5140$上海电信fofa
哈哈炫动,http://116.235.252.236:8888/rtp/239.45.1.55:5140$上海cphp1
哈哈炫动,http://116.233.64.246:4022/rtp/239.45.1.55:5140$上海cip1
哈哈炫动,http://116.233.22.96:4022/rtp/239.45.1.55:5140$上海sxcp
哈哈炫动,http://180.165.14.245:7088/rtp/239.45.1.55:5140$上海cip2
嘉佳卡通,http://113.65.9.109:4014/rtp/239.77.0.179:5146$广东sxcp
嘉佳卡通,http://121.34.150.149:8225/rtp/239.77.0.179:5146$广东sxcp
嘉佳卡通,http://113.83.248.144:4200/rtp/239.77.0.179:5146$广东cphp6
嘉佳卡通,http://113.65.9.145:4014/rtp/239.77.0.179:5146$广东sxcp
嘉佳卡通,http://58.62.235.86:10000/rtp/239.77.0.179:5146$广东sxcp
嘉佳卡通,http://183.53.109.227:8333/rtp/239.77.0.179:5146$广东电信fofa
嘉佳卡通,http://61.145.188.90:50005/rtp/239.77.0.179:5146$广东电信fofa
新动漫,http://39.77.23.83:4000/rtp/239.253.254.149:8000$山东sxup
新动漫,http://27.193.97.96:22222/rtp/239.253.254.149:8000$山东uip1
新动漫,http://112.255.233.32:4001/rtp/239.253.254.149:8000$山东联通fofa
新动漫,http://39.77.23.83:4001/rtp/239.253.254.149:8000$山东联通fofa
金色学堂,http://118.79.114.1:6000/rtp/226.0.2.182:9368$山西联通fofa
金色学堂,http://116.235.252.236:8888/rtp/239.45.0.9:5140$上海cphp1
金色学堂,http://60.223.72.226:8002/rtp/226.0.2.182:9368$山西sxup
金色学堂,http://60.223.72.207:8002/rtp/226.0.2.182:9368$山西sxup
金色学堂,http://180.158.106.89:4022/rtp/239.45.0.9:5140$上海电信fofa
金色学堂,http://1.196.152.175:2000/rtp/239.16.20.115:11150$河南sxcp
金色学堂,http://118.79.7.246:6000/rtp/226.0.2.182:9368$山西uphp6
金色学堂,http://116.233.22.96:4022/rtp/239.45.0.9:5140$上海sxcp
金色学堂,http://183.184.144.254:8003/rtp/226.0.2.182:9368$山西sxup
金色学堂,http://106.46.144.156:8000/rtp/239.16.20.115:11150$河南cphp2
金色学堂,http://171.125.90.63:6001/rtp/226.0.2.182:9368$山西联通fofa
金色学堂,http://61.134.250.76:8001/rtp/226.0.2.182:9368$山西联通fofa
金色学堂,http://123.101.98.161:2001/rtp/239.16.20.115:11150$河南sxcp
农林卫视,http://144.255.40.132:7788/rtp/239.21.1.235:5002$山东cip1
农林卫视,http://144.255.17.2:12345/rtp/239.21.1.235:5002$山东电信fofa
农林卫视,http://113.128.128.140:6123/rtp/239.21.1.235:5002$山东电信fofa
农林卫视,http://113.120.46.204:8123/rtp/239.21.1.235:5002$山东电信fofa
农林卫视,http://144.255.44.198:4022/rtp/239.21.1.235:5002$山东电信cphp1
农林卫视,http://113.128.128.140:8688/rtp/239.21.1.235:5002$山东电信fofa
游戏风云,http://123.101.98.161:2000/rtp/239.16.20.112:11120$河南sxcp
游戏风云,http://123.101.98.57:2011/rtp/239.16.20.112:11120$河南sxcp
游戏风云,http://1.196.152.175:2000/rtp/239.16.20.112:11120$河南sxcp
游戏风云,http://171.8.168.138:8800/rtp/239.16.20.112:11120$河南cip1
游戏风云,http://106.46.144.156:8000/rtp/239.16.20.112:11120$河南cphp2
游戏风云,http://123.101.98.57:2001/rtp/239.16.20.112:11120$河南sxcp
游戏风云,http://123.101.98.234:2000/rtp/239.16.20.112:11120$河南sxcp
游戏风云,http://123.101.98.161:2001/rtp/239.16.20.112:11120$河南sxcp
东方卫视,http://1.193.60.239:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$郑州电信
东方卫视,http://36.36.200.196:44330/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$深Z天威
东方卫视,http://116.77.33.98:44330/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威
东方财经,http://123.101.98.161:2001/rtp/239.16.10.235:2000$河南sxcp
东方财经,http://106.46.144.156:8000/rtp/239.16.20.64:10640$河南cphp2
东方财经,http://171.8.168.138:8800/rtp/239.16.20.64:10640$河南cip1
东方财经,http://123.101.98.161:2000/rtp/239.16.10.235:2000$河南sxcp
东方财经,http://123.101.98.57:2001/rtp/239.16.10.235:2000$河南sxcp
东方财经,http://1.196.152.175:2000/rtp/239.16.20.64:10640$河南sxcp
东方财经,http://123.101.98.57:2011/rtp/239.16.10.235:2000$河南sxcp
东方财经,http://123.101.98.234:2000/rtp/239.16.20.64:10640$河南sxcp
东方财经,http://123.101.98.234:2000/rtp/239.16.10.235:2000$河南sxcp
东方财经,http://171.8.168.138:8800/rtp/239.16.10.235:2000$河南cip1
东方财经,http://106.46.144.156:8000/rtp/239.16.10.235:2000$河南cphp2
东方财经,http://123.101.98.161:2000/rtp/239.16.20.64:10640$河南sxcp
东方财经,http://1.196.152.175:2000/rtp/239.16.10.235:2000$河南sxcp
东方财经,http://123.101.98.161:2001/rtp/239.16.20.64:10640$河南sxcp
东方财经,http://123.101.98.57:2001/rtp/239.16.20.64:10640$河南sxcp
东风卫视,http://111.120.8.205:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$贵阳电信
卡酷少儿,http://1.193.60.239:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$郑州电信
哈哈炫动,http://1.196.152.175:2000/rtp/239.16.10.117:2000$河南sxcp
哈哈炫动,http://123.101.98.161:2000/rtp/239.16.20.106:11060$河南sxcp
哈哈炫动,http://123.101.98.57:2011/rtp/239.16.10.117:2000$河南sxcp
哈哈炫动,http://123.101.98.161:2001/rtp/239.16.20.106:11060$河南sxcp
哈哈炫动,http://123.101.98.234:2000/rtp/239.16.20.106:11060$河南sxcp
哈哈炫动,http://123.101.98.161:2001/rtp/239.16.10.117:2000$河南sxcp
哈哈炫动,http://1.196.152.175:2000/rtp/239.16.20.106:11060$河南sxcp
